,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
96089,GC-2015-Q2-00306,UNIVERSITY OF VICTORIA,"Victoria, British Columbia|Victoria, Colombie Britannique",,To increase the capacity of existing and emergent watershed-based groups in British Columbia to effectively establish collaborative watershed governance arrangements,,GCXE16R220,57314,9/30/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96090,GC-2015-Q2-00307,UNIVERSITY OF WATERLOO,"Waterloo, Ontario",,To reach two objectives  1) to identify from SAR satellite data the areas in the imagery which have a high probability of being water  2) to develop a technique to assimilate this type of discrete information into a system that generates an output in terms of ice concentration ,,GCXE16M004,90000,9/21/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96091,GC-2015-Q2-00308,UNIVERSITY OF WINDSOR,"Windsor, Ontario",,To further develop technology that is expected to be a simple and cost effective alternative to currently available methods for removing phosphorus from agricultural wastewater,,GCXE16R032,157320,8/12/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96092,GC-2015-Q2-00320,WALPOLE ISLAND FIRST NATION,"Wallaceburg, Ontario",,To facilitate the participation of Walpole Island First Nation on the Lake St Clair Canadian Watershed Coordination Council,,GCXE16R198,36400,9/14/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96093,GC-2015-Q2-00309,UNIVERSITY OF WINDSOR,"Windsor, Ontario",,"To develop a decision-making support tools for helping to assess the status of beneficial use impairments by utilizing metadata and mapping technologies for the integration, querying and analysis for beneficial use impairment related data",,GCXE16R166,117796,7/2/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96094,GC-2015-Q2-00325,WIKWEMIKONG UNCEDED FIRST NATION,"Wikwemikong, Ontario",,"To monitor species at risk, improve habitat and mitigate threats while raising awareness for species at risk using culturally relevant information",,GCXE16E118,171000,8/14/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96095,GC-2015-Q2-00310,UNIVERSITY OF WINDSOR,"Windsor, Ontario",,"To undertake receptor modelling of speciated mercury in order to advance our understanding of major sources, transformation, transport, and fate of mercury in the environment",,GCXE16S105,30000,9/3/15,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96096,GC-2015-Q2-00311,UPA,"Saint-Hyacinthe, Quebec|Saint-Hyacinthe, Québec",,"To conduct a characterization of the banks and streams, as well as a fish inventory in the watersheds of the [Hazen-Bleury] streams and at [la Barbotte]   ",,GCXE16E284,83443,8/13/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96097,GC-2015-Q2-00312,UPPER SOURIS WATERSHED ASSOCIATION,"Estevan, Saskatchewan",,To restore 40 acres of wetlands in the Upper Souris Watershed,,GCXE16R043,45117,7/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96098,GC-2015-Q2-00313,UPPER THAMES CONSERVATION AUTHORITY,"London, Ontario",,To increase forest cover and improve water quality in the Medway Creek,,GCXE16R083,25237,7/7/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96099,GC-2015-Q2-00314,UPPER THAMES RIVER CONSERVATION AUT,"London, Ontario",,To facilitate and coordinate activities in support of the implementation of the Lake Erie Lakewide Action and Management Plan in the Thames River watershed,,GCXE16R196,35000,8/26/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96100,GC-2015-Q2-00315,VANCOUVER ISLAND UNIVERSITY,"Nanaimo, British Columbia|Nanaimo, Colombie Britannique",,To improve monitoring efforts and expand our knowledge of population dynamics and habitat requirements of Olympia oysters in an effort to define the constraints to its recovery,,GCXE16E212,29700,9/10/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96101,GC-2015-Q2-00316,VANCOUVER ISLAND UNIVERSITY,"Nanaimo, British Columbia|Nanaimo, Colombie Britannique",,"To  1) survey and monitor juvenile salmonoid populations and their habitats for the presence, type and source of microplastics  2) reduce plastic pollution through shoreline clean ups and stage the ability make recommendations to mitigate microplastic pollution",,GCXE16E273,31368,9/29/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96102,GC-2015-Q2-00317,VANCOUVER ISLAND UNIVERSITY,"Nanaimo, British Columbia|Nanaimo, Colombie Britannique",,To support the expansion of the high elevation weather station network by adding 6 stations on the British Columbia central coast as part an Ecosystem Based Management Experimental Watershed Research Program,,GCXE16M010,110000,9/25/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96103,GC-2015-Q2-00318,WALPOLE ISLAND FIRST NATION,"Walpole Island, Ontario",,"To gain and achieve the capacity to effectively participate in the ongoing negotiations, reviews and finalization and community consultations for a Conservation Agreement",,GCXE16E337,35000,8/25/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96104,GC-2015-Q2-00319,WALPOLE ISLAND FIRST NATION,"Wallaceburg, Ontario",,"To address biodiversity loss improve wildlife habitat within the St Clair River delta, Walpole Island First Nation",,GCXE16R073,31600,8/20/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96105,GC-2015-Q2-00324,WEST MOBERLY FIRST NATIONS,"Moberly Lake, British Columbia|Moberly Lake, Colombie Britannique",,"To engage members of th West Moberly and Saulteau First Nations in implementing protection for cows and calves of the Klinse-Za, Scott (east), Burnt Pine, and Kennedy caribou herds",,GCXE16E105,61192,9/3/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96106,GC-2015-Q2-00326,WILDLIFE CONSERVATION SOCIETY,"Toronto, Ontario",,"To conduct ""Upside Down and Underground"" a citizen-science program which will establish a network of stakeholders to inventory, monitor, and enhance bat hibernacula across British Columbia",,GCXE16E186,44415,8/6/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96107,GC-2015-Q2-00327,WILDLIFE HABITAT CANADA,"Ottawa, Ontario",,"To undertake land and water policy, conservation planning, science, and communications and education as outlined in the PHJV implementation plan",,GCXE16E304,41000,7/13/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96108,GC-2015-Q2-00328,WILDLIFE HAVEN REHABILITATION CENTRE INC,"Ile Des Chenes, Manitoba",,To develop and revegetate a wetland area as well as planting trees and shrubs to create habitat for wildlife,,GCXE16R097,100000,8/5/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96109,GC-2015-Q3-00031,DALHOUSIE UNIVERSITY,"Halifax, Nova Scotia|Halifax, Nouvelle-Écosse",,"To identify overwintering locations for Bank, Barn and Cliff Swallows and determine if birds wintering in specific areas have higher levels of feather cortocosterone and/or greater rates of telomere shortening to determine if this impacts apparent survival and reproductive success of these species",,GCXE16E343,50000,12/9/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96110,GC-2015-Q2-00329,WILDLIFE PRESERVATION CANADA,"Guelph, Ontario",,"To recover the Massasauga, a priority species, while providing recovery benefits to a suite of other Species at Risk reptiles and plants within the Ojibway Prairie Remants in Windsor, Ontario",,GCXE16E175,169535,9/15/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96111,GC-2015-Q2-00330,WINDFALL ENERGY PROJECT,"Aurora, Ontario",,"To address an identifed gap in Low Impact Development best practices by targeting densely populated urban areas and motivating homeowners to implement lot level mitigation measures including the installation of rain barrels, permeable paving, and rain gardens",,GCXE16R017,141200,8/17/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96112,GC-2015-Q2-00331,WORLD METEOROLOGICAL ORGANIZATION,Geneva,,To assist developing countries in maintaining or developing stratospheric ozone monitoring capacity by utilizing well maintained and calibrated Brewer spectrometers operated by trained and knowledgeable users,,GCXE16S118,187500,9/23/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96113,GC-2015-Q2-00332,WORLD WILDLIFE FUND CANADA,"Toronto, Ontario",,To develop an electronic data collection module as part of our at-sea multi-species identification tool to reduce errors and ensure accurate and species -specific data regarding bycaught species is obtained,,GCXE16E269,61604,9/30/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96114,GC-2015-Q2-00333,WORLD WILDLIFE FUND CANADA,"Toronto, Ontario",,To promote and sustain appropriate waste management strategies in remote areas of traditional activities and significant local wildlife by cleaning up camp sites and shoreline habitats,,GCXE16R125,100000,9/11/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96115,GC-2015-Q2-00334,YORK UNIVERSITY,"Toronto, Ontario",,"To improve the modelling of pollutant emissions and transport in urban, industrial and forested envirionments, through algorithms or parameterizations for aircraft-observation-based pollutant emission retrieval, forest pollutant and mixing",,GCXE16S103,88000,9/21/15,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96116,GC-2015-Q3-00011,BLUENOSE COASTAL ACTION FOUNDATION,"Lunenburg, Nova Scotia|Lunenburg, Nouvelle-Écosse",,To further develop a mitigation plan for the Atlantic Whitefish,,GCXE16E195,45000,10/23/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96117,GC-2015-Q3-00001,ACADIA UNIVERSITY,"Wolfville, Nova Scotia|Wolfville, Nouvelle-Écosse",,To identify spatial and temporal extent of important marine habitats that are essential to sustain marine birds in the Arctic using geospatial data collected at sea from vessels as well advanced bird-borne miniature tracking technologies,,GCXE16E360,40000,10/29/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96118,GC-2015-Q3-00002,AGENCE DE MISE EN VALEUR DES FORETS PRIVEES DES APPALACHES,"Lac Etchemin, Quebec|Lac Etchemin, Québec",,To improve the quality of rainbow trout habitat in the predominant zone of the RCM of Bellechasse and Etchemins by promoting access to sectors of the water network that are most likely to ensure their survival and high reproduction success through good water quality.,,GCXE16E283,28957,11/26/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96119,GC-2015-Q3-00003,AGENCE DE MISE EN VALEUR DES FORETS PRIVEES DES APPALACHES,"Lac Etchemin, Quebec|Lac Etchemin, Québec",,To implement the ecosystem management strategy developed for the private lands of the Agence de mise en valeur des forêts privées des Appalaches through the educating of forestry advisors and the owners of woodlots as well as the undertaking of silvicultural work.,,GCXE16R109,96252,10/5/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96120,GC-2015-Q3-00004,AGENCE FORESTIERE DE LA MONTEREGIE,"Cowansville, Quebec|Cowansville, Québec",,To adapt forestry practices and complete silvicultural work that will promote and preserve two key characteristics of bird habitat in deciduous forests: 1) the presence of large snags and veteran trees and 2) the stepped structure of forest stands.,,GCXE16E280,90538,10/22/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
