,ref_number,recipient_legal_name,recipient_city,prog_name_en,prog_purpose_en,agreement_title_en,agreement_number,agreement_value,agreement_start_date,agreement_end_date,description_en,expected_results_en,additional_information_en,owner_org_title
96009,GC-2015-Q2-00236,ROYAL BOTANICAL GARDENS,"Burlington, Ontario",,To work with partners towards the delisting of the Hamilton Harbour Area of Concern by implementing a long term program within the RBG Nature Sanctuary wetlands to restore fish and wildlife wetland habitat and improve water quality,,GCXE16R169,525000,7/7/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96010,GC-2015-Q2-00230,REGROUPEMENT QUEBECOISEAUX,"Montreal, Quebec|Montreal, Québec",,Plan and implement activities that promote the reduction of threats and the conservation of the nesting habitats of four [species of] birds at risk   ,,GCXE16E198,287545,9/22/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96011,GC-2015-Q2-00232,REGROUPEMENT QUEBECOISEAUX,"Montreal, Quebec|Montreal, Québec",,To maintain the monitoring of the nesting sites of birds at risk in order to provide the various stakeholders with quality information to protect the species during conservation activities ,,GCXE16E327,100000,9/8/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96012,GC-2015-Q2-00233,RENAISSANCE LAC BROME LAKE,"Foster, Quebec|Foster, Québec",,"To improve the habitat of several species of vertebrates in the Ruisseau Quilliams in terms of habitat, particularly for feeding, staging and reproduction; encourage farmers to avoid fording streams with their machinery",,GCXE16E285,52860,7/6/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96013,GC-2015-Q2-00234,RESEAU DE MILIEUX NATURELS PROTEGES,"Montreal, Quebec|Montreal, Québec",,To strengthen the capacity of the organizations involved in the stewardship of natural environments in Quebec ,,GCXE16E335,30000,9/14/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96014,GC-2015-Q2-00235,ROYAL BOTANICAL GARDENS,"Burlington, Ontario",,To address the recovery needs of the Acadian Flycatcher (Endangered) by recovering forest habitat and by raising awareness about species-at-risk conservation needs,,GCXE16E230,30000,7/2/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96015,GC-2015-Q2-00238,RURAL LAMBTON STEWARDSHIP NETWORK,"Wallaceburg, Ontario",,"To engage private, industrial and municipal landowners within the St Clair River AOC to improve water quality and fish and wildlife habitat by enhancing 50 acres of coastal wetland and 5 acres of riparian habitat",,GCXE16R176,100000,9/24/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96016,GC-2015-Q2-00239,RYERSON UNIVERSITY,"Toronto, Ontario",,To improve the understanding of the dynamics and ecological effects of chloride across a gradient of urbanizing catchments in the Lake Simcoe and Southern Eastern Georgian Bay watersheds,,GCXE16R024,212106,9/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96017,GC-2015-Q2-00240,S.O.D. CONSERVATION ACTION PROGRAM INC,"Ponteix, Saskatchewan",,To assist key industry stakeholders operating in the Milk River watershed to avoid impacts to species at risk and their habitat that may otherwise arise from oil and gas development,,GCXE16E220,75000,9/24/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96018,GC-2015-Q2-00241,SANATORIUM HISTORIQUE LAC EDOUARD,"Sainte-Julie, Quebec|Sainte-Julie, Québec",,"To restore and secure the large historic chimney of the Sanatorium of Lac-Édouard, which is a loafing habitat of primary importance for the Chimney Swift",,GCXE16E206,53600,9/17/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96019,GC-2015-Q2-00242,SASKATCHEWAN CROP INSURANCE CORPORATION,"Melville, Saskatchewan",,To deliver the Crop Damage Prevention Program in Saskatchewan,,GCXE16E299,94339,7/2/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96020,GC-2016-Q2-00081,"GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO, THE","Toronto, Ontario",,Determining Best Management Practices in the Napanee River Watershed,,GCXE17P166,120000,9/19/16,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96021,GC-2015-Q2-00243,SEA TO SKY INVASIVE SPECIES COUNCIL,"Whistler, British Columbia|Whistler, Colombie Britannique",,To restore and protect Whistler's wetland and riparian habitats,,GCXE16R127,27287,7/14/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96022,GC-2015-Q2-00244,SHAWNIGAN LAKE SCHOOL FOUNDATION,"Shawnigan Lake, British Columbia|Shawnigan Lake, Colombie britannique",,"To implement restoration activities that will lead to the enhancement of, and protection measures for the Shawnigan Lake Watershed",,GCXE16R088,70330,9/28/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96023,GC-2015-Q2-00246,SOCIETE CANADIENNE POUR LA CONSERVATION DE LA NATURE,"Montreal, Quebec|Montreal, Québec",,To restore a marsh in order to promote the return of natural conditions and to improve wildlife habitats for fish and waterfowl ,,GCXE16E045,38500,9/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96024,GC-2015-Q2-00247,SOCIETE CANADIENNE POUR LA CONSERVATION DE LA NATURE,"Montreal, Quebec|Montreal, Québec",,"The project, which is being carried out on property belonging to the Ministère des Forêts, de la Faune et des Parcs, encumbered with a conservation easement for the benefit of a property belonging to the developer, pursues the general objective of maximizing the wildlife potential of existing wetlands for reptiles, amphibians, fish, waterfowl and, more specifically, that of maintaining, in the long term, the conditions favourable to the presence of the Spiny Softshell and other turtles at risk in the wetlands of this area of Lake Champlain.        ",,GCXE16E046,181006,9/30/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96025,GC-2015-Q2-00248,SOCIETE D'AMENAGEMENT DE LA RIVIERE MADAWASKA ET DU LAC TEMISCOUTA INC,"Edmundston, New Brunswick|Edmundston, Nouveau-Brunswick",,To restore the functions of a degraded wetland and to improve infrastructures to optimize the full potential of the area of importance of the Madawaska River ,,GCXE16E072,73832,9/2/15,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96026,GC-2015-Q2-00301,UNIVERSITY OF GUELPH,"Guelph, Ontario",,To chemically characterize the phosphorus in stream sediments located in the Holland river watershed,,GCXE16R034,274794,8/19/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96027,GC-2017-Q3-00012,BIOSPHERE INSTITUTE OF THE BOW VALLEY,"Canmore, Alberta",,Next Steps: A Climate of Change,,GCXE18P063,66550,10/4/17,,,,"Multi-year	Description has been corrected",Environment and Climate Change Canada | Environnement et Changement climatique Canada
96028,GC-2015-Q2-00249,SOCIETE D'AMENAGEMENT DE LA RIVIERE MADAWASKA ET DU LAC TEMISCOUTA INC,"Edmundston, New Brunswick|Edmundston, Nouveau-Brunswick",,"To increase the biodiversity of four key sites, ensure the permanence of surrounding green spaces, and to improve the biological role that those sites play while raising public awareness for current and future generations  ",,GCXE16R098,34697,6/29/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96029,GC-2015-Q2-00250,SOCIETE PROVANCHER D'HISTOIRE NATURELLE DU CANADA,"Quebec, Quebec|Québec, Québec",,"To monitor the invasion of a marsh by the Common Reed, an exotic invasive species. Monitoring activities began in summer 2013 on a portion of the area and the results are encouraging, but long-term strategies must be developed and implemented in order to preserve this natural reserve.  ",,GCXE16E027,73700,7/8/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96030,GC-2015-Q2-00251,SONGHEES FIRST NATION,"Victoria, British Columbia|Victoria, Colombie Britannique",,To protect Garry Oak and associated ecosystems and Species at Risk on Songhees First Nations Reserve lands,,GCXE16E094,69729,7/6/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96031,GC-2015-Q2-00252,SOURIS & AREA BRANCH OF THE PEI WILDLIFE FEDERATION,"Souris, Prince Edward Island|Souris, Île-Du-Prince-Édouard",,To conduct habitat improvement of aquatic freshwater habitat and fish populations within the Souris Area ,,GCXE16E268,37150,9/24/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96032,GC-2015-Q2-00253,SOUTH SASKATCHEWAN RIVER WATERSHEDS INC ????,"Newmarket, Ontario",,"To assess ten freshwater tributary creeks of Saskatchewan's South Saskatchewan River for fish and minnow species presence, and assess habitat quality and threats",,GCXE16E305,50380,9/28/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96033,GC-2015-Q2-00273,THE LAND BETWEEN,"Haliburton, Ontario",,"To employ remote sensing techniques to locate and map wetlands in Hastings, Lennox-Addington, Frontenac and Lanark counties",,GCXE16E011,76140,8/25/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96034,GC-2015-Q2-00254,ST. CLAIR REGION CONSERVATION AUTHORITY,"Strathroy, Ontario",,To facilitate the delisting of the St Clair River Area of Concern by providing coordination and secretariat support to the St Clair River Area of Concern Remedial Action Plan,,GCXE16R156,279700,9/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96035,GC-2015-Q2-00255,ST. WILLIAMS CONSERVATION RESERVE COMMUNITY COUNCIL,"Port Rowan, Ontario",,"To improve habitat and mitigate threats for the five target species, and restore the site's natural ecological communities, including rare oak savannah and sand barrens",,GCXE16E149,71000,9/21/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96036,GC-2015-Q2-00288,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To coordinate the implementation of the Toronto and Region Remedial Action Plan,,GCXE16R194,1250000,9/2/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96037,GC-2015-Q2-00256,STANLEY PARK ECOLOGY SOCIETY,"Vancouver, British Columbia|Vancouver, Colombie Britannique",,To repurpose invasive plant biomass into bio-netting materials that will replace traditional slope stabilizing products in different restoration sites in Stanley Park,,GCXE16R121,41903,7/17/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96038,GC-2015-Q2-00257,STEWARDSHIP ASSOCIATION OF MUNICIPALITIES INC,"Spaniards Bay, Newfoundland and Labrador|Spaniards Bay, Terre-Neuve-Et-Labrador",,To work with the member towns of Bay Roberts and Spaniard's Bay to restore water flow and quality associated with the Shearstown wetlands and freshwater estuary,,GCXE16E060,39165,8/20/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96039,GC-2016-Q2-00158,UNIVERSITY OF SASKATCHEWAN,"Saskatoon, Saskatchewan",,Population dynamics and critical habitat of woodland caribou in the boreal shield of Saskatchewan,,GCXE17S008,56000,8/31/16,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96040,GC-2015-Q2-00258,STEWARDSHIP CENTRE FOR BC,"North Vancouver, British Columbia|North Vancouver, Colombie Britannique",,To address threats to species at risk caused by agricultural intensification and land-use practices in settled landscapes in the Lower Mainland/Fraser Valley and the South Okanagan,,GCXE16E167,113420,8/18/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96041,GC-2015-Q2-00259,STONEY NAKODA NATION,"Morley, Alberta",,"To plan activities:  Identify field personnel and Traditional Knowledge holders, Project orientation and safety training project team; Disseminate Information to Community, Interview Traditional Knowledge-Holders and Gather Traditional Knowledge",,GCXE16E137,50278,7/27/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96042,GC-2015-Q2-00260,SWAN LAKE WATERSHED CONSERVATION DISTRICT,"Swan River, Manitoba",,"To educate landowners on the value of properly established grassed waterways, re-establish naturally vegetated areas in continuous cropland with permanent forage and suitable buffers and reduce soil erosion, overland flooding and nutrient laden sediment losses in the conservation district",,GCXE16R039,30500,7/9/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96043,GC-2015-Q2-00261,TAKLA LAKE FIRST NATION,"Prince George, British Columbia|Prince George, Colombie Britannique",,To engage community members in SARA recovery implementation by gathering ATK and other historic and new data about use of movement corridors and other low-elevation habitat by the Takla Lake caribou herd,,GCXE16E155,32737,9/23/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96044,GC-2015-Q2-00262,THAMES TALBOT LAND TRUST,"London, Ontario",,To purchase 68 ha of land known as Hawk Cliff Woods in Elgin County for long term protection and management of species at risk habitat,,GCXE16E148,251411,8/25/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96045,GC-2015-Q2-00263,THE CORPORATION OF THE CITY OF SARNIA,"Sarnia, Ontario",,To investigate inflow and infiltration of groundwater and stormwater runoff into its sanitary sewers in the Colborne Drainage Area in order to prioritize the reconstruction projects in this area and create a long term capital plan,,GCXE16R174,100000,9/24/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96046,GC-2015-Q2-00264,THE CORPORATION OF THE CITY OF THUNDER BAY,"Thunder Bay, Ontario",,To improve both quantity and quality of stormwater discharged to McVicars Creek through the installation of five stormwater Low Impact Development Best Management Practice areas,,GCXE16R178,66000,7/20/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96047,GC-2015-Q2-00265,THE CORPORATION OF THE CITY OF THUNDER BAY,"Thunder Bay, Ontario",,To prepare a Storm Water Management Master Plan,,GCXE16R180,45000,7/27/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96048,GC-2015-Q2-00323,WATERTON BIOSPHERE RESERVE ASSOCIATION,"Pincher Creek, Alberta",,"To improve habitat stewardship for large carnivores by reducing human-carnivore conflict and carnivore mortality in SW Alberta by methods including:  electrical fencing, grain bin replacement and retrofits, dead-stock Removal, and implementation of bear-proof garbage bins",,GCXE16E289,174300,8/21/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96049,GC-2015-Q2-00266,THE FRIENDS OF THE LIVING PRAIRIE MUSEUM,"Winnipeg, Manitoba",,To establish a base collection of pollinating insects and create 3 exhibits featuring the collected specimens and provide information to the public on the ecology and conservation of the insects,,GCXE16R111,43100,9/30/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96050,GC-2015-Q2-00267,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,"Toronto, Ontario",,"To monitor the spatial heterogeneity of phosphorus binding forms in sediment and phosphorus internal loading, as well as redox changes across the sediment-water interface",,GCXE16R161,95375,7/27/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96051,GC-2015-Q2-00268,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,"Toronto, Ontario",,"To develop an integrated modelling framework for the Bay of Quinte that will be used to evaluate the past, current, and future trends focusing on two Beneficial Use Impairments ""Eutrophication or Undesirable Algae"" and ""Degradation of Phytoplankton and Zooplankton Populations""",,GCXE16R162,180000,7/27/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96052,GC-2015-Q2-00269,THE GOVERNING COUNCIL OF THE UNIVERSITY OF TORONTO,"Toronto, Ontario",,"To develop an integrated modelling framework to assess how to meet the delisting criteria of the Beneficial Use Impairment ""Eutrophicatoin or Undesirable Algae"" if the nutrient loading reductions proposed by the Hamilton Harbour Remedial Action Plan are actually implemented",,GCXE16R168,136000,9/1/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96053,GC-2015-Q2-00270,THE GOVERNORS OF THE UNIVERSITY OF ALBERTA,"Edmonton, Alberta",,To determine the short & long-term effects for boreal birds of leaving understory spruce during forest harvesting,,GCXE16E290,50600,9/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96054,GC-2015-Q3-00015,"BOARD OF MANAGEMENT, TORONTO ZOO","Toronto, Ontario",,To further identify the distribution and abundance of freshwater mussels in the inland watershed of Lake Ontario.,,GCXE16E254,39640,10/22/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96055,GC-2015-Q2-00271,THE GOVERNORS OF THE UNIVERSITY OF ALBERTA,"Edmonton, Alberta",,To develop research and analyses supporting the management and conservation of polar bears in Canada,,GCXE16S112,330000,9/30/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96056,GC-2015-Q2-00272,THE GOVERNORS OF THE UNIVERSITY OF CALGARY,"Calgary, Alberta",,To perform measurements of biogenic hydrocarbons and halogen species at the Amphitrite Point Marine Boundary Layer site to determine the chemical mechanisms underlying the observed ozone depletion events,,GCXE16M002,26265,8/20/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96057,GC-2015-Q2-00274,THE NATURE TRUST OF BRITISH COLUMBIA,"North Vancouver, British Columbia|North Vancouver, Colombie Britannique",,To initiate securement of wetlands on Crown land via wildlife habitat reserves and identify wetland restoration and enhancement opportunities at these sites,,GCXE16E025,360000,7/29/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96058,GC-2015-Q2-00275,THE NATURE TRUST OF BRITISH COLUMBIA,"North Vancouver, British Columbia|North Vancouver, Colombie Britannique",,To address specific threats related to the overarching threat of habitat loss and degradation for 17 SARA Schedule 1 species known to occur on the Okanagan Falls Biodiversity Ranch,,GCXE16E180,40000,8/17/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96059,GC-2015-Q2-00276,THE NATURE TRUST OF BRITISH COLUMBIA,"North Vancouver, British Columbia|North Vancouver, Colombie Britannique",,"To conserve 34.6 hectares of critically important Antelope-brush and Ponderossa pine ecosystems throughout the completion of a two year acquisition of private property in the South Okanagan, British Columbia",,GCXE16E376,1173067,9/11/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96060,GC-2015-Q2-00277,THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING/MCGILL UNIVERSITY,"Montreal, Quebec|Montreal, Québec",,To perform research that is at the forefront of meteorological science and generate meteorological knowledge that will help to improve the quality of weather forecasts,,GCXE16S123,300000,9/15/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96061,GC-2015-Q2-00300,UNIVERSITY OF GUELPH,"Guelph, Ontario",,To further and identify vulnerable areas for wind erosion within the Lake Simcoe airshed,,GCXE16R009,27000,7/29/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96062,GC-2015-Q2-00278,THE WRENCH (WINNIPEG REPAIR EDUCATION AND CYCLING HUB INC),"Winnipeg, Manitoba",,To develop and pilot a systems to utilize materials reclaimed from the waste stream.  Reclaimed items will be used to remanufacture bicycles.,,GCXE16R134,84860,9/21/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96063,GC-2015-Q2-00279,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To improve guideline and supporting tools clarifying water balance criteria for the protection of natural features in the Toronto Area of Concern,,GCXE16R181,180000,9/11/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96064,GC-2015-Q2-00280,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,"To assess fish habitat use of Toronto Harbour and inform future habitat rehabilitation efforts and assess fish community response to habitat creation and rehabilitation projects, examine ontogenic and temporal shifts in fish community habitat needs",,GCXE16R182,182000,9/3/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96065,GC-2015-Q2-00281,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,"To undertake stormwater projects to help foster the broader adoption of stormwater management technologies that help improve water quality, maintain pre-development hydrology and mitigate thermal impacts of runoff on aquatic life",,GCXE16R184,290000,9/2/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96066,GC-2015-Q2-00283,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To undertake a strategic process to prioritize restoration within the Toronto Area of Concern to be used by interest stakeholders and implement priority restoration projects,,GCXE16R187,100000,9/11/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96067,GC-2015-Q2-00284,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To restore 800 m of degraded shoreline along the West Shore of the baseland of Tommy Thompson Park,,GCXE16R188,80000,9/11/15,,,,Multi-year agreement. Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96068,GC-2015-Q2-00285,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To install a subsurface cap in the Cell 2 confirmed disposal facility to biologically isolate the contaminated sediment and to create a hemi-marsh ecosystem above the cap to improve fish and wildlife habitat,,GCXE16R189,450000,9/16/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96069,GC-2015-Q2-00286,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,"To collect and analyze species, vegetation communities and natural system data in order to evaluate how the implementation of the TNHSS has and will contribute to address the ""Loss of Wildlife Habitat and Populations""",,GCXE16R190,300000,9/16/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96070,GC-2015-Q3-00016,BRITISH COLUMBIA WILDLIFE FEDERATION,"Surrey, British Columbia|Surrey, Colombie Britannique",,To coordinate the Wetland Stewardship Partnership,,GCXE16E298,40000,10/15/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96071,GC-2015-Q2-00289,TORONTO AND REGION CONSERVATION AUTHORITY,"Downsview, Ontario",,To evaluate the effectiveness of an innovative engineered wetland in treating stormwater discharge and reducing pollutant loads that have historically impaired nearshore waters of Lake Ontario within the city of Pickering,,GCXE16R201,25000,8/5/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96072,GC-2015-Q2-00290,TRENT UNIVERSITY,"Peterborough, Ontario",,"To determine the relation between phosphorus management strategies and their effect on dissolved oxygen levels in Lake Simcoe , enabling the impacts on lake health under different management strategies to be estimated",,GCXE16R150,258991,8/6/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96073,GC-2015-Q2-00291,TRENT UNIVERSITY,"Peterborough, Ontario",,"To improve the understanding of silver nanoparticles by performing a whole lake study, thereby, looking at large-scale effects in Canadian waters",,GCXE16S106,50000,8/25/15,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96074,GC-2015-Q2-00292,TROUT RIVER ENVIRONMENTAL COMMITTEE,"Hunter River, Prince Edward Island|Hunter River, Île-Du-Prince-Édouard",,To improve and diversify riparian habitat and improve quantities of large woody debris in aquatic habitat,,GCXE16R079,37150,7/27/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96075,GC-2015-Q2-00293,UNIVERSITE DE SHERBROOKE,"Sherbrooke, Quebec|Sherbrooke, Québec",,To design and structure a data model capable of meeting the needs of wildlife conservation planning,,GCXE16E341,50000,6/25/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96076,GC-2016-Q2-00026,BUREAU D'ÉCOLOGIE APPLIQUÉE,"Levis, Quebec|Levis, Québec",,Stewardship for Several Species at Risk in Southern Quebec,,GCXE17C269,50785,9/29/16,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96077,GC-2015-Q2-00294,UNIVERSITE DU QUEBEC A MONTREAL,"Montreal, Quebec|Montreal, Québec",,"To create an infrastructure for data assimilation at the university, permitting high-resolution reanalyses over a long period",,GCXE16S120,105000,9/17/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96078,GC-2015-Q2-00295,UNIVERSITE DU QUEBEC A RIMOUSKI,"Rimouski, Quebec|Rimouski, Québec",,To modify the WIM (Waves-in-Ice Model) to include the most recent knowledge acquired concerning wave-ice interactions and to test new developments in idealized conditions,,GCXE16S119,35000,9/23/15,,,,Project funded by multiple federal departments and/or agencies.,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96079,GC-2015-Q2-00296,UNIVERSITE LAVAL,"Quebec, Quebec|Québec, Québec",,To identify and characterize the wetlands of the Metropolitan Community of Québec,,GCXE16E037,76500,9/22/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96080,GC-2015-Q2-00297,UNIVERSITE LAVAL,"Quebec, Quebec|Québec, Québec",,To assess the hourly and daily [sous-captation] of solid precipitation for various types of precipitation gages and windscreens in order to develop [de debiaisage] equations for raw data using common meteorological parameters       ,,GCXE16M008,80000,9/25/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96081,GC-2015-Q2-00298,UNIVERSITY CORPORATION FOR ATMOSPHERIC RESEARCH,Boulder,,To develop in concert with US National Atmospheric and Oceanographic Administration (Project Income) education and training materials as well as develop and deliver courses (in the atmospheric and related sciences),,GCXE16M006,1948350,9/24/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96082,GC-2016-Q2-00041,COMITÉ ZIP DU LAC SAINT-PIERRE,"Louiseville, Quebec|Louiseville, Québec",,Comité ZIP du lac Saint-Pierre,,GCXE17P152,375000,7/28/16,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96083,GC-2015-Q2-00299,UNIVERSITY OF BRITISH COLUMBIA,"Vancouver, British Columbia|Vancouver, Colombie Britannique",,To research and analyze parameters influencing mercury accumulation in fish and wildlife in relation to industrial point sources in Alberta,,GCXE16S101,27500,9/25/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96084,GC-2015-Q2-00302,UNIVERSITY OF MANITOBA,"Winnipeg, Manitoba",,"To survey sedimentation and sediment management practices, evaluate alternative sediment management practices and characterize amounts and forms of phosphorus within these sediments and the potential for release into surface waterways within the Red River and Winnipeg River basins",,GCXE16R051,69575,7/30/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96085,GC-2015-Q2-00303,UNIVERSITY OF NEW BRUNSWICK,"Fredericton, New Brunswick|Fredericton, Nouveau-Brunswick",,"To address habitat and biodiversity by analyzing the relative reliance of key ecosystem indicator species, Herring Gulls, on anthropogenic food sources at the three largest colonies for this species in Atlantic Canada",,GCXE16R149,69850,6/25/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96086,GC-2015-Q3-00029,CREDIT VALLEY CONSERVATION FOUNDATION,"Mississauga, Ontario",,To develop a natural channel design for portions of the Second Creek in the Terra Cotta Conservation Area,,GCXE16E398,26400,11/6/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96087,GC-2015-Q2-00304,UNIVERSITY OF OTTAWA,"Ottawa, Ontario",,"To conduct stability analyses on the Global Environmental Multiscale (GEM) model and studies on effective, accurate and evolutionary methods for spatio-temporal discretization for numeric models of the atmosphere  ",,GCXE16S125,35000,9/14/15,,,,,Environment and Climate Change Canada | Environnement et Changement climatique Canada
96088,GC-2015-Q2-00305,UNIVERSITY OF TORONTO,"Toronto, Ontario",,"To undertake a study of the airfield around precipation measuring systems by developing advance turbulence models, using Large-Eddy Simulation (LES), or LES computational methods",,GCXE16M007,48200,9/18/15,,,,Multi-year agreement,Environment and Climate Change Canada | Environnement et Changement climatique Canada
