prog_name_en,recipient_city,year,agreement_value
Youth - Canada Summer Jobs,Hilton Beach,2018,6720
Youth - Canada Summer Jobs,Hilton Beach,2019,3360
Youth - Canada Summer Jobs,Hinchinbrooke,2019,5691
Youth - Canada Summer Jobs,Hines Creek,2018,9051
Youth - Canada Summer Jobs,Hines Creek,2019,16134
Youth - Canada Summer Jobs,Hinton,2018,58380
Youth - Canada Summer Jobs,Hinton,2019,65567
Youth - Canada Summer Jobs,Hixon,2018,1520
Youth - Canada Summer Jobs,Hixon,2019,1664
Youth - Canada Summer Jobs,Hoey,2019,2655
Youth - Canada Summer Jobs,Holden,2018,2856
Youth - Canada Summer Jobs,Holden,2019,3583
Youth - Canada Summer Jobs,Holland,2018,9303
Youth - Canada Summer Jobs,Holland,2019,13728
Youth - Canada Summer Jobs,Holland Centre,2018,6720
Youth - Canada Summer Jobs,Holland Landing,2018,10710
Youth - Canada Summer Jobs,Holstein,2018,1680
Youth - Canada Summer Jobs,Holyrood,2018,40237
Youth - Canada Summer Jobs,Holyrood,2019,0
Youth - Canada Summer Jobs,Honey Harbour,2018,3797
Youth - Canada Summer Jobs,Honfleur,2018,16054
Youth - Canada Summer Jobs,Honfleur,2019,11467
Youth - Canada Summer Jobs,Hope,2018,74935
Youth - Canada Summer Jobs,Hope,2019,76888
Youth - Canada Summer Jobs,Hope Town,2018,5377
Youth - Canada Summer Jobs,Hope Town,2019,3486
Youth - Canada Summer Jobs,"Hope, British Columbia|Hope, Colombie-Britannique",2017,27776
Youth - Canada Summer Jobs,Hopewell Cape,2018,16779
Youth - Canada Summer Jobs,Hopewell Hill,2018,8727
Youth - Canada Summer Jobs,Hopewell Hill,2019,0
Youth - Canada Summer Jobs,Hornby Island,2018,25153
Youth - Canada Summer Jobs,Hornby Island,2019,35732
Youth - Canada Summer Jobs,Hornell Heights,2018,7594
Youth - Canada Summer Jobs,Hornepayne,2018,3360
Youth - Canada Summer Jobs,Horwood,2018,5600
Youth - Canada Summer Jobs,Houston,2018,40855
Youth - Canada Summer Jobs,Houston,2019,58129
Youth - Canada Summer Jobs,Howick,2018,16414
Youth - Canada Summer Jobs,Howick,2019,13468
Youth - Canada Summer Jobs,Howley,2018,1005
Youth - Canada Summer Jobs,Howley,2019,0
Youth - Canada Summer Jobs,Hoyt,2018,11044
Youth - Canada Summer Jobs,Hubbards,2018,48084
Youth - Canada Summer Jobs,Huberdeau,2018,1260
Youth - Canada Summer Jobs,Huberdeau,2019,1750
Youth - Canada Summer Jobs,Hubley,2018,4400
Youth - Canada Summer Jobs,Hudson,2018,76077
Youth - Canada Summer Jobs,Hudson,2019,80133
Youth - Canada Summer Jobs,Hudson Bay,2018,21812
Youth - Canada Summer Jobs,Hudson Bay,2019,13870
Youth - Canada Summer Jobs,Hudson's Hope,2018,6489
Youth - Canada Summer Jobs,Hudson's Hope,2019,16294
Youth - Canada Summer Jobs,Hull,2018,1260
Youth - Canada Summer Jobs,Humber Valley Resort,2019,0
Youth - Canada Summer Jobs,Humboldt,2018,62461
Youth - Canada Summer Jobs,Humboldt,2019,63278
Youth - Canada Summer Jobs,Hunter River,2018,78460
Youth - Canada Summer Jobs,Hunter River,2019,0
Youth - Canada Summer Jobs,Huntingdon,2018,59698
Youth - Canada Summer Jobs,Huntingdon,2019,86148
Youth - Canada Summer Jobs,Huntington,2018,6160
Youth - Canada Summer Jobs,Hunts Point,2018,1320
Youth - Canada Summer Jobs,Huntsville,2016,54000
Youth - Canada Summer Jobs,Huntsville,2018,26527
Youth - Canada Summer Jobs,Huntsville,2019,0
Youth - Canada Summer Jobs,Huron-Bruce,2019,0
Youth - Canada Summer Jobs,Hythe,2018,1632
Youth - Canada Summer Jobs,Hythe,2019,4200
Youth - Canada Summer Jobs,Hébertville,2018,28039
Youth - Canada Summer Jobs,Hébertville,2019,27047
Youth - Canada Summer Jobs,Hébertville-Station,2018,6120
Youth - Canada Summer Jobs,Hébertville-Station,2019,5250
Youth - Canada Summer Jobs,Hérouxville,2018,40603
Youth - Canada Summer Jobs,Hérouxville,2019,29634
Youth - Canada Summer Jobs,ILE A LA CROSSE,2019,7182
Youth - Canada Summer Jobs,INNISFAIL,2019,13756
Youth - Canada Summer Jobs,INVERMERE,2019,7562
Youth - Canada Summer Jobs,IQALUIT,2019,26025
Youth - Canada Summer Jobs,Igloolik,2019,6211
Youth - Canada Summer Jobs,Ignace,2018,6692
Youth - Canada Summer Jobs,Ilderton,2018,1680
Youth - Canada Summer Jobs,Ile Des Chenes,2019,4374
Youth - Canada Summer Jobs,Ile a la Crosse,2018,20494
Youth - Canada Summer Jobs,Ile a la Crosse,2019,7182
Youth - Canada Summer Jobs,Ile des Chenes,2018,21660
Youth - Canada Summer Jobs,Ile-a-la Crosse,2019,1549
Youth - Canada Summer Jobs,Ile-des-Chenes,2019,15206
Youth - Canada Summer Jobs,Imperial,2018,1316
Youth - Canada Summer Jobs,Imperial,2019,3097
Youth - Canada Summer Jobs,Indian Bay,2018,10735
Youth - Canada Summer Jobs,Indian Harbour,2018,2860
Youth - Canada Summer Jobs,Indian Head,2018,13088
Youth - Canada Summer Jobs,Indian Head,2019,12882
Youth - Canada Summer Jobs,Indian Mountain,2018,1577
Youth - Canada Summer Jobs,Indian River,2018,2940
Youth - Canada Summer Jobs,Indian River,2019,0
Youth - Canada Summer Jobs,Ingersoll,2018,65274
Youth - Canada Summer Jobs,Ingleside,2018,5477
Youth - Canada Summer Jobs,Inglis,2018,4441
Youth - Canada Summer Jobs,Inglis,2019,8257
Youth - Canada Summer Jobs,Ingonish,2018,13582
Youth - Canada Summer Jobs,Ingonish Beach,2018,22932
Youth - Canada Summer Jobs,Ingramport,2018,1320
Youth - Canada Summer Jobs,Inkerman,2018,10684
Youth - Canada Summer Jobs,Innerkip,2018,11760
Youth - Canada Summer Jobs,Innisfail,2018,36943
Youth - Canada Summer Jobs,Innisfail,2019,34834
Youth - Canada Summer Jobs,Innisfil,2016,121227
Youth - Canada Summer Jobs,Innisfil,2018,124301
Youth - Canada Summer Jobs,"Innisfil, Ontario",2017,104642
Youth - Canada Summer Jobs,Innisfree,2018,4896
Youth - Canada Summer Jobs,Innisfree,2019,9900
Youth - Canada Summer Jobs,Intervale,2018,3604
Youth - Canada Summer Jobs,Inuvik,2018,71611
Youth - Canada Summer Jobs,Inuvik,2019,153763
Youth - Canada Summer Jobs,Inverary,2018,3360
Youth - Canada Summer Jobs,Invermere,2018,54657
Youth - Canada Summer Jobs,Invermere,2019,49588
Youth - Canada Summer Jobs,Inverness,2018,43228
Youth - Canada Summer Jobs,Inverness,2019,12718
Youth - Canada Summer Jobs,Inverness County,2018,3850
Youth - Canada Summer Jobs,Inverness county,2018,3436
Youth - Canada Summer Jobs,Inwood,2018,1340
Youth - Canada Summer Jobs,Iona,2018,23340
Youth - Canada Summer Jobs,Iqaluit,2016,111727
Youth - Canada Summer Jobs,Iqaluit,2018,65400
Youth - Canada Summer Jobs,Iqaluit,2019,29859
Youth - Canada Summer Jobs,Irishtown,2018,1802
Youth - Canada Summer Jobs,Irlande,2019,3415
Youth - Canada Summer Jobs,Iron Bridge,2018,14752
Youth - Canada Summer Jobs,Iron Mines,2018,10308
Youth - Canada Summer Jobs,Iron Springs,2018,6528
Youth - Canada Summer Jobs,Iroquois,2018,5040
Youth - Canada Summer Jobs,Iroquois Falls,2018,34173
Youth - Canada Summer Jobs,Irricana,2018,6973
Youth - Canada Summer Jobs,Irricana,2019,8745
Youth - Canada Summer Jobs,Irvine,2018,1632
Youth - Canada Summer Jobs,Isaacs Harbour,2018,3436
Youth - Canada Summer Jobs,Iskut,2019,8822
Youth - Canada Summer Jobs,Isle aux Morts,2018,21211
Youth - Canada Summer Jobs,Isle-Aux-Allumettes,2019,3984
Youth - Canada Summer Jobs,Isle-aux-Coudres,2018,21095
Youth - Canada Summer Jobs,Isle-aux-Grues,2019,1750
Youth - Canada Summer Jobs,Islington,2018,1005
Youth - Canada Summer Jobs,Issoudun,2019,5250
Youth - Canada Summer Jobs,Ituna,2018,10699
Youth - Canada Summer Jobs,Ituna,2019,12350
Youth - Canada Summer Jobs,Ivry-sur-le-Lac,2018,3706
Youth - Canada Summer Jobs,Ivry-sur-le-Lac,2019,4750
Youth - Canada Summer Jobs,JASPER,2019,11078
Youth - Canada Summer Jobs,Jackson's Arm,2018,3048
Youth - Canada Summer Jobs,Jackson's Point,2008,33279
Youth - Canada Summer Jobs,Jacksons Point,2008,39813
Youth - Canada Summer Jobs,Jacksons Point,2010,72589
Youth - Canada Summer Jobs,Jacksons Point,2013,25076
Youth - Canada Summer Jobs,Jacksons Point,2016,32484
Youth - Canada Summer Jobs,Jacksons Point,2018,45563
Youth - Canada Summer Jobs,"Jacksons Point, Ontario",2017,35556
Youth - Canada Summer Jobs,Jacksonville,2018,1622
Youth - Canada Summer Jobs,Janetville,2018,12852
Youth - Canada Summer Jobs,Janville,2018,3514
Youth - Canada Summer Jobs,Jarvis,2018,6720
Youth - Canada Summer Jobs,Jasper,2018,40949
Youth - Canada Summer Jobs,Jasper,2019,46478
Youth - Canada Summer Jobs,Jeffrey's,2018,23884
Youth - Canada Summer Jobs,Jemseg,2018,3514
Youth - Canada Summer Jobs,Jerseyville,2018,32592
Youth - Canada Summer Jobs,Jobs Cove,2018,5971
Youth - Canada Summer Jobs,Joe Batt's Arm,2018,5972
Youth - Canada Summer Jobs,Joe Batt's Arm-Barr'd Islands-Shoal Bay ,2018,9020
Youth - Canada Summer Jobs,Joggins,2018,6736
Youth - Canada Summer Jobs,Johnston Point,2018,1802
Youth - Canada Summer Jobs,Johnstown,2018,1680
Youth - Canada Summer Jobs,Johnville,2018,6842
Youth - Canada Summer Jobs,Johnville,2019,6829
Youth - Canada Summer Jobs,Joliette,2018,220196
Youth - Canada Summer Jobs,Joliette,2019,434333
Youth - Canada Summer Jobs,Jonquiere,2018,10290
Youth - Canada Summer Jobs,Jonquière,2007,124026
Youth - Canada Summer Jobs,Jonquière,2008,76961
Youth - Canada Summer Jobs,Jonquière,2010,139470
Youth - Canada Summer Jobs,Jonquière,2013,88312
Youth - Canada Summer Jobs,Jonquière,2014,96785
Youth - Canada Summer Jobs,Jonquière,2015,102611
Youth - Canada Summer Jobs,Jonquière,2016,138215
Youth - Canada Summer Jobs,Jonquière,2018,408163
Youth - Canada Summer Jobs,Jonquière,2019,456275
Youth - Canada Summer Jobs,"Jonquière, Quebec|Jonquière, Québec",2017,140425
Youth - Canada Summer Jobs,Jordan Station,2018,48384
Youth - Canada Summer Jobs,Jordan Station,2019,5880
Youth - Canada Summer Jobs,Joussard,2018,3709
Youth - Canada Summer Jobs,Joussard,2019,3072
Youth - Canada Summer Jobs,Judique,2018,24666
Youth - Canada Summer Jobs,Juniper,2018,7028
Youth - Canada Summer Jobs,KAHNAWAKE,2018,3294
Youth - Canada Summer Jobs,KALEDEN,2019,1664
Youth - Canada Summer Jobs,KAMLOOPS,2019,21830
Youth - Canada Summer Jobs,KASLO,2019,1941
Youth - Canada Summer Jobs,KELOWNA,2019,44186
Youth - Canada Summer Jobs,KELVINGTON,2019,3078
Youth - Canada Summer Jobs,KENTVILLE,2019,0
Youth - Canada Summer Jobs,KEREMEOS,2019,5822
Youth - Canada Summer Jobs,KILLARNEY,2019,3178
Youth - Canada Summer Jobs,KITIMAT,2019,29908
Youth - Canada Summer Jobs,KItchener,2018,11390
Youth - Canada Summer Jobs,KYLE,2019,3097
Youth - Canada Summer Jobs,Kagawong,2018,1680
Youth - Canada Summer Jobs,Kahnawake,2018,90986
Youth - Canada Summer Jobs,Kahnawake,2019,84903
Youth - Canada Summer Jobs,Kakabeka Falls,2018,3360
Youth - Canada Summer Jobs,Kaleden,2018,6901
Youth - Canada Summer Jobs,Kaleden,2019,7562
Youth - Canada Summer Jobs,Kaministiquia,2018,11391
Youth - Canada Summer Jobs,Kamloops,2007,29520
Youth - Canada Summer Jobs,Kamloops,2013,27014
Youth - Canada Summer Jobs,Kamloops,2014,25151
Youth - Canada Summer Jobs,Kamloops,2016,57642
Youth - Canada Summer Jobs,Kamloops,2018,486924
Youth - Canada Summer Jobs,Kamloops,2019,557213
Youth - Canada Summer Jobs,"Kamloops, British Columbia|Kamloops, Colombie-Britannique",2017,52141
Youth - Canada Summer Jobs,Kamouraska,2018,13177
Youth - Canada Summer Jobs,Kamouraska,2019,18497
Youth - Canada Summer Jobs,Kamsack,2018,2632
Youth - Canada Summer Jobs,Kamsack,2019,11334
Youth - Canada Summer Jobs,Kananaskis,2018,1632
Youth - Canada Summer Jobs,Kananaskis,2019,6300
Youth - Canada Summer Jobs,Kanata,2016,61052
Youth - Canada Summer Jobs,Kanata,2018,420695
Youth - Canada Summer Jobs,Kanata,2019,7181
Youth - Canada Summer Jobs,"Kanata, Ontario",2017,93798
Youth - Canada Summer Jobs,Kanesatake,2016,27445
Youth - Canada Summer Jobs,Kanesatake,2018,26348
Youth - Canada Summer Jobs,Kapuskasing,2018,45644
Youth - Canada Summer Jobs,Kapuskasing,2019,0
Youth - Canada Summer Jobs,Kaslo,2018,11008
Youth - Canada Summer Jobs,Kaslo,2019,12159
Youth - Canada Summer Jobs,Kazabazua,2018,7412
Youth - Canada Summer Jobs,Kazabazua,2019,7703
Youth - Canada Summer Jobs,Kedgwick,2018,29248
Youth - Canada Summer Jobs,Kedgwick,2019,0
Youth - Canada Summer Jobs,Kedgwick River,2018,1577
Youth - Canada Summer Jobs,Keene,2018,7157
Youth - Canada Summer Jobs,Keewatin,2016,35595
Youth - Canada Summer Jobs,Keewatin,2018,18111
Youth - Canada Summer Jobs,Keewatin,2019,0
Youth - Canada Summer Jobs,Keewaywin,2018,13440
Youth - Canada Summer Jobs,Kelliher,2018,5678
Youth - Canada Summer Jobs,Kelliher,2019,6855
Youth - Canada Summer Jobs,Kelowna,2007,65481
Youth - Canada Summer Jobs,Kelowna,2018,660175
Youth - Canada Summer Jobs,Kelowna,2019,1023012
Youth - Canada Summer Jobs,Kelowna East,2018,16842
Youth - Canada Summer Jobs,"Kelowna, BC",2019,4411
Youth - Canada Summer Jobs,"Kelowna, British Columbia|Kelowna, Colombie-Britannique",2017,31248
Youth - Canada Summer Jobs,Kelvington,2018,9209
Youth - Canada Summer Jobs,Kelvington,2019,15927
Youth - Canada Summer Jobs,Kempt,2018,6872
Youth - Canada Summer Jobs,Kemptville,2018,98013
Youth - Canada Summer Jobs,Kemvle,2018,3360
Youth - Canada Summer Jobs,Kenaston,2018,2632
Youth - Canada Summer Jobs,Kenaston,2019,9292
Youth - Canada Summer Jobs,Kendal,2018,5040
Youth - Canada Summer Jobs,Kendal,2019,0
Youth - Canada Summer Jobs,Kenilworth,2018,13440
Youth - Canada Summer Jobs,Kennetcook,2018,6872
Youth - Canada Summer Jobs,Kenora,2018,153806
Youth - Canada Summer Jobs,Kenora,2019,20046
Youth - Canada Summer Jobs,Kensington,2018,72666
Youth - Canada Summer Jobs,Kensington,2019,0
Youth - Canada Summer Jobs,Kentville,2018,96468
Youth - Canada Summer Jobs,Kenville,2018,3101
Youth - Canada Summer Jobs,Kenzieville,2018,3436
Youth - Canada Summer Jobs,Keremeos,2018,35615
Youth - Canada Summer Jobs,Keremeos,2019,22935
Youth - Canada Summer Jobs,Kerrobert,2018,3618
Youth - Canada Summer Jobs,Kerrobert,2019,1549
Youth - Canada Summer Jobs,Keswick,2016,31530
Youth - Canada Summer Jobs,Keswick,2018,44380
Youth - Canada Summer Jobs,Keswick Ridge,2018,9544
Youth - Canada Summer Jobs,Kettleby,2016,31500
Youth - Canada Summer Jobs,Kettleby,2018,18480
Youth - Canada Summer Jobs,Kicthener,2018,30375
Youth - Canada Summer Jobs,Kiersteadville,2018,2956
Youth - Canada Summer Jobs,Kilburn,2018,4393
Youth - Canada Summer Jobs,Killaloe,2018,25491
Youth - Canada Summer Jobs,Killam,2018,13946
Youth - Canada Summer Jobs,Killam,2019,13755
Youth - Canada Summer Jobs,Killarney,2018,48571
Youth - Canada Summer Jobs,Killarney,2019,23480
Youth - Canada Summer Jobs,Killarney Road,2018,3604
Youth - Canada Summer Jobs,Killoween,2018,1802
Youth - Canada Summer Jobs,Kilworth,2018,3360
Youth - Canada Summer Jobs,Kilworthy,2019,0
Youth - Canada Summer Jobs,Kimberley,2018,23325
Youth - Canada Summer Jobs,Kimberley,2019,44292
Youth - Canada Summer Jobs,Kinburn,2016,27026
Youth - Canada Summer Jobs,Kinburn,2018,18917
Youth - Canada Summer Jobs,Kincaid,2018,1316
Youth - Canada Summer Jobs,Kincardine,2018,76945
Youth - Canada Summer Jobs,Kindersley,2018,14404
Youth - Canada Summer Jobs,Kindersley,2019,26199
Youth - Canada Summer Jobs,King,2018,3920
Youth - Canada Summer Jobs,King CIty,2018,2520
Youth - Canada Summer Jobs,King City,2018,69092
Youth - Canada Summer Jobs,King city,2018,3797
Youth - Canada Summer Jobs,King's Point,2018,19039
Youth - Canada Summer Jobs,Kings Head,2018,2945
Youth - Canada Summer Jobs,Kingsbury,2018,3551
Youth - Canada Summer Jobs,Kingsbury,2019,1500
Youth - Canada Summer Jobs,Kingsey Falls,2018,11730
Youth - Canada Summer Jobs,Kingsey Falls,2019,4125
Youth - Canada Summer Jobs,Kingston,2007,39430
Youth - Canada Summer Jobs,Kingston,2008,25696
Youth - Canada Summer Jobs,Kingston,2016,282000
Youth - Canada Summer Jobs,Kingston,2018,1104748
Youth - Canada Summer Jobs,Kingston,2019,2205
Youth - Canada Summer Jobs,"Kingston, Ontario",2017,206900
Youth - Canada Summer Jobs,Kingsville,2018,74526
Youth - Canada Summer Jobs,Kinistino,2018,14819
Youth - Canada Summer Jobs,Kinistino,2019,16433
Youth - Canada Summer Jobs,Kinkora,2018,1388
Youth - Canada Summer Jobs,Kinnear's Mills,2018,9107
Youth - Canada Summer Jobs,Kinnear's Mills,2019,2625
Youth - Canada Summer Jobs,Kinuso,2018,3264
Youth - Canada Summer Jobs,Kinuso,2019,4778
Youth - Canada Summer Jobs,Kipawa,2018,1440
Youth - Canada Summer Jobs,Kipawa,2019,1500
Youth - Canada Summer Jobs,Kipling,2018,28325
Youth - Canada Summer Jobs,Kipling,2019,29783
Youth - Canada Summer Jobs,Kippens,2018,35703
Youth - Canada Summer Jobs,Kirkfield,2018,3797
Youth - Canada Summer Jobs,Kirkland,2007,33333
Youth - Canada Summer Jobs,Kirkland,2016,66758
Youth - Canada Summer Jobs,Kirkland,2018,155864
Youth - Canada Summer Jobs,Kirkland,2019,187378
Youth - Canada Summer Jobs,Kirkland Lake,2018,10517
Youth - Canada Summer Jobs,Kirkland Lake,2019,0
Youth - Canada Summer Jobs,Kirkland lake,2018,12701
Youth - Canada Summer Jobs,"Kirkland, Quebec|Kirkland, Québec",2017,68150
Youth - Canada Summer Jobs,Kispiox,2018,6038
Youth - Canada Summer Jobs,Kitchener,2007,28005
Youth - Canada Summer Jobs,Kitchener,2010,33079
Youth - Canada Summer Jobs,Kitchener,2016,239793
Youth - Canada Summer Jobs,Kitchener,2018,1052295
Youth - Canada Summer Jobs,Kitchener,2019,30588
Youth - Canada Summer Jobs,"Kitchener, Ontario",2017,328636
Youth - Canada Summer Jobs,Kitimat,2018,66646
Youth - Canada Summer Jobs,Kitimat,2019,61609
Youth - Canada Summer Jobs,Kitscoty,2018,11424
Youth - Canada Summer Jobs,Kitscoty,2019,12600
Youth - Canada Summer Jobs,Kleefeld,2018,4906
Youth - Canada Summer Jobs,Kleinburg,2018,30874
Youth - Canada Summer Jobs,Kleinburg,2019,0
Youth - Canada Summer Jobs,Knight's Cove,2018,5972
Youth - Canada Summer Jobs,Knowlesville,2018,9628
Youth - Canada Summer Jobs,Knowlton,2018,29627
Youth - Canada Summer Jobs,Knowlton,2019,11813
Youth - Canada Summer Jobs,Knutsford,2018,3039
Youth - Canada Summer Jobs,Knutsford,2019,3881
Youth - Canada Summer Jobs,Komoka,2018,15187
Youth - Canada Summer Jobs,Komoka,2019,7479
Youth - Canada Summer Jobs,Koostatak,2016,32211
Youth - Canada Summer Jobs,Koostatak,2019,3686
Youth - Canada Summer Jobs,Kootenay Bay,2018,3036
Youth - Canada Summer Jobs,Kootenay Bay,2019,8822
Youth - Canada Summer Jobs,Kotenay Bay,2019,1775
Youth - Canada Summer Jobs,Kouchibouguac,2018,11058
Youth - Canada Summer Jobs,Kronau,2018,12188
Youth - Canada Summer Jobs,Kugluktuk,2008,50693
Youth - Canada Summer Jobs,Kugluktuk,2016,26670
Youth - Canada Summer Jobs,Kyle,2018,9208
Youth - Canada Summer Jobs,Kyle,2019,7182
Youth - Canada Summer Jobs,Kyuquot,2018,1520
Youth - Canada Summer Jobs,L'ASSOMPTION,2018,13971
Youth - Canada Summer Jobs,L'Amable,2018,3322
Youth - Canada Summer Jobs,L'Ancienne-Lorette,2018,49396
Youth - Canada Summer Jobs,L'Ancienne-Lorette,2019,57533
Youth - Canada Summer Jobs,L'Ange-Gardien,2018,22846
Youth - Canada Summer Jobs,L'Ange-Gardien,2019,10410
Youth - Canada Summer Jobs,L'Anse au Loup,2018,15674
Youth - Canada Summer Jobs,L'Anse-Saint-Jean,2018,43945
Youth - Canada Summer Jobs,L'Anse-Saint-Jean,2019,67667
Youth - Canada Summer Jobs,L'Anse-au-Clair,2018,7981
Youth - Canada Summer Jobs,L'Anse-au-Loup,2018,33400
Youth - Canada Summer Jobs,L'Ardoise,2018,10308
Youth - Canada Summer Jobs,L'Ascension,2018,1260
Youth - Canada Summer Jobs,L'Ascension,2019,1750
Youth - Canada Summer Jobs,L'Ascension-de-Notre-Seigneur,2018,37559
Youth - Canada Summer Jobs,L'Ascension-de-Notre-Seigneur,2019,43334
Youth - Canada Summer Jobs,L'Ascension-de-Patapédia,2018,4941
Youth - Canada Summer Jobs,L'Assomption,2018,145182
Youth - Canada Summer Jobs,L'Assomption,2019,171631
Youth - Canada Summer Jobs,"L'Assomption, Quebec|L'Assomption, Québec",2017,49471
Youth - Canada Summer Jobs,L'Avenir,2018,2520
Youth - Canada Summer Jobs,L'Avenir,2019,5525
Youth - Canada Summer Jobs,L'Etete,2018,8032
Youth - Canada Summer Jobs,L'Ile-Perrot,2007,28148
Youth - Canada Summer Jobs,L'Isle-Verte,2018,8465
Youth - Canada Summer Jobs,L'Isle-Verte,2019,10472
Youth - Canada Summer Jobs,L'Isle-aux-Allumettes,2018,19373
Youth - Canada Summer Jobs,L'Isle-aux-Allumettes,2019,21623
Youth - Canada Summer Jobs,L'Isle-aux-Coudres,2018,1440
Youth - Canada Summer Jobs,L'Isle-aux-Coudres,2019,35518
Youth - Canada Summer Jobs,L'Islet,2018,12197
Youth - Canada Summer Jobs,L'Islet,2019,15693
Youth - Canada Summer Jobs,L'Orignal,2018,33734
Youth - Canada Summer Jobs,L'anse au Loup,2019,0
Youth - Canada Summer Jobs,L'assomption,2018,1440
Youth - Canada Summer Jobs,L'Épiphanie,2018,47703
Youth - Canada Summer Jobs,L'Épiphanie,2019,32442
Youth - Canada Summer Jobs,L'Étang-du-Nord,2018,27223
Youth - Canada Summer Jobs,L'Étang-du-Nord,2019,35855
Youth - Canada Summer Jobs,L'Île-Bizard,2018,8672
Youth - Canada Summer Jobs,L'Île-Bizard,2019,7399
Youth - Canada Summer Jobs,L'Île-Perrot,2018,33683
Youth - Canada Summer Jobs,L'Île-Perrot,2019,33476
Youth - Canada Summer Jobs,L'Île-d'Entrée,2018,3294
Youth - Canada Summer Jobs,L'Île-du-Grand-Calumet,2018,5052
Youth - Canada Summer Jobs,L'Île-du-Grand-Calumet,2019,4900
Youth - Canada Summer Jobs,LA LOCHE,2019,1549
Youth - Canada Summer Jobs,LA TUQUE,2018,1080
Youth - Canada Summer Jobs,LACHUTE,2018,3600
Youth - Canada Summer Jobs,LACOMBE,2019,19109
Youth - Canada Summer Jobs,LAKE COUNTRY,2019,7763
Youth - Canada Summer Jobs,LANGLEY,2019,13233
Youth - Canada Summer Jobs,LEAMINGTON,2019,3920
Youth - Canada Summer Jobs,LETHBRIDGE,2019,82165
Youth - Canada Summer Jobs,LLOYDMINSTER,2019,6194
Youth - Canada Summer Jobs,LLoydminster,2019,7182
Youth - Canada Summer Jobs,LOCKPORT,2019,2727
Youth - Canada Summer Jobs,La Baie,2007,27281
Youth - Canada Summer Jobs,La Baie,2013,34501
Youth - Canada Summer Jobs,La Baie,2014,35179
Youth - Canada Summer Jobs,La Baie,2016,43511
Youth - Canada Summer Jobs,La Baie,2018,150322
Youth - Canada Summer Jobs,La Baie,2019,130320
Youth - Canada Summer Jobs,"La Baie, Quebec|La Baie, Québec",2017,46983
Youth - Canada Summer Jobs,La Barriere,2018,2456
Youth - Canada Summer Jobs,La Barriere,2019,2187
Youth - Canada Summer Jobs,La Bostonnais,2018,1440
Youth - Canada Summer Jobs,La Bostonnais,2019,1750
Youth - Canada Summer Jobs,La Broquerie,2018,19369
Youth - Canada Summer Jobs,La Broquerie,2019,17304
Youth - Canada Summer Jobs,La Conception,2018,4322
Youth - Canada Summer Jobs,La Conception,2019,3500
Youth - Canada Summer Jobs,La Corne,2018,6840
Youth - Canada Summer Jobs,La Corne,2019,17433
Youth - Canada Summer Jobs,La Crete,2018,13056
Youth - Canada Summer Jobs,La Crete,2019,43679
Youth - Canada Summer Jobs,La Croche,2018,3780
Youth - Canada Summer Jobs,La Croche,2019,3100
Youth - Canada Summer Jobs,La Doré,2018,9801
Youth - Canada Summer Jobs,La Doré,2019,13217
Youth - Canada Summer Jobs,La Grand'Terre,2018,6966
Youth - Canada Summer Jobs,La Guadeloupe,2018,27734
Youth - Canada Summer Jobs,La Guadeloupe,2019,9959
Youth - Canada Summer Jobs,La Loche,2018,7410
Youth - Canada Summer Jobs,La Loche,2019,14362
Youth - Canada Summer Jobs,La Macaza,2018,7020
Youth - Canada Summer Jobs,La Macaza,2019,1532
Youth - Canada Summer Jobs,La Malbaie,2018,77382
Youth - Canada Summer Jobs,La Malbaie,2019,78587
Youth - Canada Summer Jobs,La Martre,2018,2882
Youth - Canada Summer Jobs,La Martre,2019,4113
Youth - Canada Summer Jobs,La Minerve,2018,3780
Youth - Canada Summer Jobs,La Minerve,2019,9234
Youth - Canada Summer Jobs,La Motte,2018,2882
Youth - Canada Summer Jobs,La Motte,2019,3642
Youth - Canada Summer Jobs,La Patrie,2018,11578
Youth - Canada Summer Jobs,La Patrie,2019,11776
Youth - Canada Summer Jobs,La Pocatière,2018,21460
Youth - Canada Summer Jobs,La Pocatière,2019,35570
Youth - Canada Summer Jobs,La Prairie,2010,30414
Youth - Canada Summer Jobs,La Prairie,2013,32623
Youth - Canada Summer Jobs,La Prairie,2015,57108
Youth - Canada Summer Jobs,La Prairie,2016,172801
Youth - Canada Summer Jobs,La Prairie,2018,226532
Youth - Canada Summer Jobs,La Prairie,2019,184645
Youth - Canada Summer Jobs,"La Prairie, Quebec|La Prairie, Québec",2017,179285
Youth - Canada Summer Jobs,La Présentation,2018,8026
Youth - Canada Summer Jobs,La Présentation,2019,9234
Youth - Canada Summer Jobs,La Pêche,2018,17572
Youth - Canada Summer Jobs,La Pêche,2019,17905
Youth - Canada Summer Jobs,La Reine,2018,2882
Youth - Canada Summer Jobs,La Reine,2019,4553
Youth - Canada Summer Jobs,La Romaine,2018,4942
Youth - Canada Summer Jobs,La Romaine,2019,3984
Youth - Canada Summer Jobs,La Ronge,2018,28324
Youth - Canada Summer Jobs,La Ronge,2019,85181
Youth - Canada Summer Jobs,La Rédemption,2018,6314
Youth - Canada Summer Jobs,La Rédemption,2019,2988
Youth - Canada Summer Jobs,La Salle,2018,4019
Youth - Canada Summer Jobs,La Salle,2019,7372
Youth - Canada Summer Jobs,La Sarre,2018,67366
Youth - Canada Summer Jobs,La Sarre,2019,77799
Youth - Canada Summer Jobs,La Tabatière,2018,7824
